CID,Limit,AverageTransactionValue,MDP,Unpaid Daily Principle ,Unpaid Interest ,TotalDuetoReset,DayDelay,Gender_Man,Gender_Woman,Card Status_Active,Card Status_Blocked by Customer,Card Status_Blocked by Easy Credit,Card Status_Lost,Card Status_Stolen,PREDICTED_CLASS
14012791,400,324.933333333333,60.0,392.7,12.22,404.92,0,1,0,1,0,0,0,0,MiddleRisk
14012799,300,35.075,45.0,290.94,11.43,302.37,0,1,0,1,0,0,0,0,MiddleRisk
14012802,300,25.6748780487805,45.0,296.67,9.07,305.74,0,0,1,1,0,0,0,0,MiddleRisk
14012803,300,37.13,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,MiddleRisk
14012811,300,67.562,45.0,288.08,20.22,416.14,28,1,0,0,0,1,0,0,MiddleRisk
14012824,300,31.1936363636364,45.0,289.26,0.35,289.61,0,1,0,1,0,0,0,0,MiddleRisk
14012829,300,89.2875,45.0,296.25,10.59,334.34,0,0,1,1,0,0,0,0,MiddleRisk
14012830,300,19.6452830188679,45.0,299.66,10.7,326.13,0,0,1,1,0,0,0,0,MiddleRisk
14012840,300,17.2421568627451,45.0,298.99,4.51,303.5,0,0,1,1,0,0,0,0,MiddleRisk
14012862,300,292.95,45.0,292.95,30.47,354.02,0,0,1,1,0,0,0,0,MiddleRisk
14012868,400,41.6075,7.36,7.1,0.26,7.36,0,0,1,1,0,0,0,0,MiddleRisk
14012871,300,16.029,45.0,263.71,0.0,263.71,0,0,1,1,0,0,0,0,MiddleRisk
14012873,300,74.92,45.0,297.08,3.2,300.28,0,0,1,1,0,0,0,0,MiddleRisk
14012875,300,82.2692857142857,45.0,298.33,10.41,308.74,0,1,0,1,0,0,0,0,MiddleRisk
14012877,300,16.7480952380952,45.0,299.27,11.09,338.38,0,1,0,1,0,0,0,0,MiddleRisk
14012883,300,27.6175,45.0,283.18,10.54,322.04,0,0,1,1,0,0,0,0,MiddleRisk
14012892,400,41.0554545454545,60.0,399.97,28.2,462.15,0,0,1,1,0,0,0,0,MiddleRisk
14012898,300,15.6332051282051,45.0,298.4,7.3,305.7,0,1,0,1,0,0,0,0,MiddleRisk
14012904,300,197.5,45.0,300.0,28.32,450.02,56,1,0,0,0,1,0,0,MiddleRisk
14012908,300,67.9329411764706,45.0,299.12,9.36,308.48,0,1,0,1,0,0,0,0,MiddleRisk
14012910,400,9.25920634920635,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012917,500,36.213125,75.0,497.13,35.23,557.57,0,1,0,1,0,0,0,0,MiddleRisk
14012929,300,41.0642857142857,45.0,279.37,8.84,288.21,0,1,0,1,0,0,0,0,MiddleRisk
14012933,300,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012944,300,24.6035714285714,45.0,259.85,17.29,323.08,0,0,1,1,0,0,0,0,MiddleRisk
14012951,300,34.9191666666667,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012954,300,64.358,45.0,298.84,18.46,486.56,87,0,1,0,0,1,0,0,MiddleRisk
14012958,300,6.36666666666667,45.0,299.19,9.49,328.17,0,0,1,1,0,0,0,0,MiddleRisk
14012962,300,19.9582352941176,45.0,297.89,21.98,465.94,56,0,1,0,0,1,0,0,MiddleRisk
14012972,400,42.5709090909091,60.0,395.56,14.56,448.19,0,1,0,1,0,0,0,0,MiddleRisk
14012973,400,88.55,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012975,300,45.6269565217391,45.0,270.96,1.75,272.71,0,1,0,1,0,0,0,0,MiddleRisk
14012978,400,170.866666666667,60.0,395.2,10.29,405.49,0,0,1,1,0,0,0,0,MiddleRisk
14012980,300,104.916666666667,45.0,290.68,10.23,312.73,0,0,1,1,0,0,0,0,MiddleRisk
14012982,300,37.39375,45.0,299.15,16.68,485.17,87,0,1,0,0,1,0,0,MiddleRisk
14012983,300,83.69,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012985,300,23.8084615384615,45.0,298.86,29.06,371.25,0,1,0,1,0,0,0,0,MiddleRisk
14012986,400,22.6294444444444,60.0,395.39,11.78,407.17,0,1,0,1,0,0,0,0,MiddleRisk
14012989,300,99.99,45.0,299.97,16.5,485.97,87,1,0,0,0,1,0,0,MiddleRisk
14012993,300,66.5455555555556,45.0,299.21,21.24,404.37,28,1,0,0,0,1,0,0,MiddleRisk
14013003,400,16.741935483871,60.0,395.59,12.45,437.83,0,1,0,1,0,0,0,0,MiddleRisk
14013007,700,93.0544444444445,105.0,699.97,25.96,791.93,0,1,0,1,0,0,0,0,MiddleRisk
14013027,300,33.5767857142857,45.0,299.56,11.11,336.61,0,0,1,1,0,0,0,0,MiddleRisk
14013029,300,137.825,45.0,208.52,7.75,237.12,0,1,0,1,0,0,0,0,MiddleRisk
14013030,400,226.25,60.0,398.14,25.2,434.96,0,0,1,1,0,0,0,0,MiddleRisk
14013040,300,59.718,45.0,298.59,15.64,482.67,87,1,0,0,0,1,0,0,MiddleRisk
14013041,300,62.015,45.0,258.78,8.96,287.37,0,1,0,1,0,0,0,0,MiddleRisk
14013042,300,29.4366666666667,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14013047,300,42.6033333333333,45.0,298.6,10.89,335.45,0,0,1,1,0,0,0,0,MiddleRisk
14013050,300,108.379090909091,45.0,299.39,10.24,309.63,0,0,1,1,0,0,0,0,MiddleRisk
14013051,300,99.8733333333333,45.0,299.62,22.8,443.04,56,1,0,0,0,1,0,0,MiddleRisk
14013063,300,26.4068181818182,45.0,193.28,7.14,219.75,0,0,1,1,0,0,0,0,MiddleRisk
14013070,400,55.9375,60.0,394.46,26.33,431.19,0,0,1,1,0,0,0,0,MiddleRisk
14013074,300,72.9161538461538,0.0,0.0,0.0,-139.46,0,1,0,1,0,0,0,0,MiddleRisk
14013075,300,69.509,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14013077,300,122.316666666667,45.0,101.95,0.12,102.07,0,0,1,1,0,0,0,0,MiddleRisk
14013086,300,97.95,45.0,299.36,4.54,328.48,0,1,0,0,0,0,0,1,MiddleRisk
14013090,300,36.954,45.0,299.84,4.96,341.66,0,1,0,1,0,0,0,0,MiddleRisk
14013091,500,123.735,75.0,494.94,22.09,728.41,87,0,1,0,0,1,0,0,MiddleRisk
14013092,300,300.0,45.0,300.0,4.64,304.64,0,1,0,1,0,0,0,0,MiddleRisk
14013096,400,283.22,60.0,188.44,0.0,188.44,0,1,0,1,0,0,0,0,MiddleRisk
14013098,300,32.5210256410256,45.0,34.59,0.02,34.61,0,0,1,1,0,0,0,0,MiddleRisk
14013103,300,44.5784615384615,45.0,297.41,4.82,327.31,0,0,1,1,0,0,0,0,MiddleRisk
14013114,400,36.8546153846154,60.0,367.42,5.66,411.2,0,1,0,1,0,0,0,0,MiddleRisk
14013115,400,31.5515384615385,60.0,262.57,3.5,266.07,0,1,0,1,0,0,0,0,MiddleRisk
14001701,700,48.42,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14001968,300,26.1723076923077,45.0,298.96,34.47,527.47,87,0,1,0,0,1,0,0,MiddleRisk
14002347,500,25.1318823529412,75.0,418.13,7.83,425.96,0,0,1,1,0,0,0,0,MiddleRisk
14003604,900,34.90075,135.0,899.35,101.8,1296.62,56,1,0,0,0,1,0,0,MiddleRisk
14005211,300,35.8325,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14010065,300,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14010104,300,36.6872727272727,45.0,292.19,10.7,302.89,0,0,1,1,0,0,0,0,MiddleRisk
14010642,500,497.5,75.0,497.5,59.31,733.38,56,0,1,0,0,1,0,0,MiddleRisk
14010760,300,44.175,45.0,279.08,26.24,444.48,56,0,1,0,0,1,0,0,MiddleRisk
14010790,300,20.2544444444444,45.0,299.75,43.25,372.98,0,1,0,1,0,0,0,0,MiddleRisk
14011343,300,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14011638,400,99.68125,60.0,797.45,43.96,620.14,118,1,0,0,0,1,0,0,HighRisk
14011689,300,22.1848148148148,45.0,282.61,19.67,338.67,0,1,0,1,0,0,0,0,MiddleRisk
14011704,300,33.9576923076923,45.0,113.52,2.9,116.42,0,1,0,1,0,0,0,0,MiddleRisk
14011711,300,26.7541666666667,45.0,296.82,16.81,316.31,0,0,1,1,0,0,0,0,MiddleRisk
14011713,300,116.810625,45.0,292.5,8.4,300.9,0,0,1,1,0,0,0,0,MiddleRisk
14011803,300,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14011884,300,57.968,45.0,299.53,10.74,337.22,0,1,0,1,0,0,0,0,MiddleRisk
14011911,300,216.164285714286,45.0,295.75,10.85,332.63,0,1,0,1,0,0,0,0,MiddleRisk
14011922,300,57.0735714285714,45.0,77.91,0.0,77.91,0,1,0,1,0,0,0,0,MiddleRisk
14011923,300,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14011951,300,149.875,45.0,299.75,23.04,492.45,146,1,0,0,0,1,0,0,HighRisk
14011957,300,61.35,13.48,12.96,0.52,13.48,0,1,0,1,0,0,0,0,MiddleRisk
14011958,400,201.328571428571,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14011962,300,5.95333333333333,45.0,299.62,22.87,471.43,56,0,1,0,0,1,0,0,MiddleRisk
14011963,300,20.5922222222222,45.0,287.97,10.25,325.34,0,1,0,1,0,0,0,0,MiddleRisk
14011967,500,62.4025,75.0,499.22,32.01,747.79,146,1,0,0,0,1,0,0,HighRisk
14011968,300,77.7025,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,MiddleRisk
14011978,300,54.45325,45.0,299.11,10.44,309.55,0,0,1,1,0,0,0,0,MiddleRisk
14011982,300,20.8457142857143,45.0,291.24,18.4,477.38,87,0,1,0,0,1,0,0,MiddleRisk
14011983,300,292.7,45.0,292.7,23.12,486.96,118,1,0,0,0,1,0,0,HighRisk
14011985,300,32.7491666666667,45.0,291.19,15.84,474.97,146,0,1,0,0,1,0,0,HighRisk
14011986,400,40.6970588235294,60.0,370.86,9.51,380.37,0,1,0,1,0,0,0,0,MiddleRisk
14011998,300,19.8015384615385,45.0,288.85,0.0,288.85,0,1,0,1,0,0,0,0,MiddleRisk
14012006,300,23.882,45.0,0.7,0.0,0.7,0,0,1,1,0,0,0,0,MiddleRisk
14012010,400,51.801875,60.0,393.8,13.75,439.32,0,1,0,1,0,0,0,0,MiddleRisk
14012019,300,22.216875,45.0,299.36,21.15,492.99,118,0,1,0,0,1,0,0,HighRisk
14012024,300,11.4215909090909,45.0,196.42,15.3,330.26,56,0,1,0,0,1,0,0,MiddleRisk
14012032,400,38.131875,60.0,393.11,11.73,432.23,0,0,1,1,0,0,0,0,MiddleRisk
14012053,300,110.84,45.0,226.14,16.22,395.43,87,1,0,0,0,1,0,0,MiddleRisk
14012059,300,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012086,300,112.659090909091,45.0,293.5,6.21,299.71,0,1,0,1,0,0,0,0,MiddleRisk
14012091,300,42.7485714285714,45.0,299.24,20.5,489.28,146,1,0,0,0,1,0,0,HighRisk
14012096,300,13.97875,0.0,0.0,0.0,-0.55,0,0,1,1,0,0,0,0,MiddleRisk
14012098,300,125.493333333333,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012110,300,20.7534545454545,45.0,297.8,5.27,303.07,0,1,0,1,0,0,0,0,MiddleRisk
14012113,300,30.653137254902,45.0,299.93,21.14,336.2,0,1,0,1,0,0,0,0,MiddleRisk
14012120,300,300.0,45.0,300.0,15.32,315.32,0,1,0,1,0,0,0,0,MiddleRisk
14012121,300,50.6016666666667,45.0,268.01,9.93,304.74,0,0,1,1,0,0,0,0,MiddleRisk
14012127,300,114.414444444444,45.0,0.1,0.0,0.1,0,1,0,1,0,0,0,0,MiddleRisk
14012133,300,31.6532307692308,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012135,300,40.5086666666667,45.0,292.34,1.05,293.39,0,1,0,1,0,0,0,0,MiddleRisk
14012141,400,15.0683333333333,60.0,197.69,12.12,355.54,146,0,1,0,1,0,0,0,HighRisk
14012144,300,27.9259183673469,45.0,296.44,20.88,415.63,28,1,0,0,0,1,0,0,MiddleRisk
14012146,300,31.9441666666667,45.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012150,300,19.3517857142857,45.0,299.71,22.44,467.85,56,1,0,0,0,1,0,0,MiddleRisk
14012151,300,21.1106896551724,45.0,238.7,3.03,241.73,0,0,1,1,0,0,0,0,MiddleRisk
14012152,300,17.9679220779221,45.0,291.23,9.1,300.33,0,1,0,1,0,0,0,0,MiddleRisk
14012175,300,49.6071428571429,45.0,278.53,10.25,316.63,0,0,1,1,0,0,0,0,MiddleRisk
14012182,300,33.984,45.0,298.8,34.45,529.28,87,0,1,0,0,1,0,0,MiddleRisk
14012186,300,190.200833333333,0.0,300.0,0.36,300.36,0,0,1,1,0,0,0,0,MiddleRisk
14012193,300,177.5,45.0,297.5,41.36,475.11,28,1,0,0,0,1,0,0,MiddleRisk
14012206,300,31.31,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,MiddleRisk
14012209,300,49.8583333333333,45.0,299.15,13.59,481.59,146,1,0,0,0,1,0,0,HighRisk
14012215,400,197.5,60.0,305.43,11.45,347.42,0,1,0,1,0,0,0,0,MiddleRisk
14012216,300,44.4,0.0,0.0,0.0,-45.0,0,0,1,1,0,0,0,0,MiddleRisk
14012218,300,37.5912765957447,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012223,300,19.50875,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,MiddleRisk
14012224,300,48.8814285714286,45.0,299.45,23.18,325.58,0,1,0,1,0,0,0,0,MiddleRisk
14012230,300,59.904,45.0,298.93,8.45,307.38,0,1,0,1,0,0,0,0,MiddleRisk
14012238,300,99.8066666666667,45.0,299.42,16.48,485.48,146,1,0,0,0,1,0,0,HighRisk
14012250,300,52.7691666666667,45.0,299.86,23.87,519.68,87,1,0,0,0,1,0,0,MiddleRisk
14012258,400,17.1222641509434,60.0,397.74,30.59,608.15,56,1,0,0,0,1,0,0,MiddleRisk
14012260,500,72.3644444444444,75.0,494.7,18.15,560.07,0,1,0,1,0,0,0,0,MiddleRisk
14012261,300,48.4566666666667,45.0,170.45,3.11,173.56,0,1,0,1,0,0,0,0,MiddleRisk
14012264,400,62.506,60.0,397.7,14.63,450.1,0,1,0,1,0,0,0,0,MiddleRisk
14012270,300,68.74125,45.0,255.4,5.13,260.53,0,0,1,1,0,0,0,0,MiddleRisk
14012272,400,185.7725,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012279,300,89.9625,45.0,297.35,22.43,491.86,118,1,0,0,0,1,0,0,HighRisk
14012285,300,64.7857142857143,45.0,294.29,18.57,396.29,28,0,1,0,0,1,0,0,MiddleRisk
14012287,500,248.775,75.0,499.7,37.72,750.16,87,1,0,0,0,1,0,0,MiddleRisk
14012289,300,16.6745833333333,45.0,286.71,8.4,295.11,0,1,0,1,0,0,0,0,MiddleRisk
14012291,400,23.923,60.0,397.96,27.86,450.98,0,1,0,1,0,0,0,0,MiddleRisk
14012637,300,84.0766666666667,45.0,295.4,13.58,468.29,87,1,0,0,0,1,0,0,MiddleRisk
14012642,300,28.5847368421053,45.0,298.01,10.98,332.83,0,1,0,1,0,0,0,0,MiddleRisk
14012643,400,36.2933333333333,60.0,388.9,27.69,548.37,28,1,0,0,0,1,0,0,MiddleRisk
14012649,300,26.5903225806452,45.0,299.86,16.44,320.29,0,0,1,1,0,0,0,0,MiddleRisk
14012657,300,38.3428947368421,45.0,298.04,7.56,305.6,0,0,1,1,0,0,0,0,MiddleRisk
14012660,400,25.8845714285714,60.0,391.88,13.96,439.36,0,0,1,1,0,0,0,0,MiddleRisk
14012664,300,30.655,45.0,208.79,6.22,226.09,0,1,0,1,0,0,0,0,MiddleRisk
14012665,400,32.1811764705882,60.0,388.88,0.0,388.88,0,0,1,1,0,0,0,0,MiddleRisk
14012666,300,63.6038095238095,45.0,296.24,10.32,306.56,0,0,1,1,0,0,0,0,MiddleRisk
14012667,300,124.678,45.0,289.79,8.54,298.33,0,1,0,1,0,0,0,0,MiddleRisk
14012671,400,227.516666666667,60.0,398.4,12.38,410.78,0,1,0,1,0,0,0,0,MiddleRisk
14012673,300,163.995,45.0,285.09,18.89,318.0,0,0,1,1,0,0,0,0,MiddleRisk
14012676,300,24.4258333333333,45.0,102.07,0.0,102.07,0,1,0,1,0,0,0,0,MiddleRisk
14012677,300,20.0927777777778,45.0,299.25,20.82,329.93,0,1,0,1,0,0,0,0,MiddleRisk
14012678,500,4.4,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012679,300,87.6011764705883,45.0,298.58,10.08,308.66,0,1,0,1,0,0,0,0,MiddleRisk
14012682,300,27.1438461538462,45.0,296.08,11.11,335.57,0,0,1,1,0,0,0,0,MiddleRisk
14012690,500,45.9926666666667,75.0,473.44,17.61,537.57,0,0,1,1,0,0,0,0,MiddleRisk
14012692,300,154.07,45.0,243.04,26.13,296.07,0,1,0,1,0,0,0,0,MiddleRisk
14012696,300,300.0,45.0,300.0,23.76,493.26,87,1,0,0,0,1,0,0,MiddleRisk
14012701,300,291.8,45.0,278.78,20.5,413.99,87,1,0,0,0,1,0,0,MiddleRisk
14012702,300,147.7,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012706,500,119.116,75.0,498.89,34.92,685.34,28,0,1,0,0,1,0,0,MiddleRisk
14012707,300,20.471875,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012712,300,36.6125,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,MiddleRisk
14012713,300,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012721,300,42.7,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012727,500,23.2247222222222,75.0,487.83,11.53,499.36,0,1,0,1,0,0,0,0,MiddleRisk
14012729,400,400.0,60.0,341.86,12.71,388.76,0,1,0,1,0,0,0,0,MiddleRisk
14012741,300,29.937,45.0,299.37,23.76,443.71,56,1,0,0,0,1,0,0,MiddleRisk
14012743,300,19.35,45.0,299.06,20.75,327.52,0,1,0,1,0,0,0,0,MiddleRisk
14012745,300,99.63,45.0,298.92,32.16,450.27,28,0,1,0,0,1,0,0,MiddleRisk
14012749,300,75.45,45.0,296.81,18.7,399.19,28,0,1,0,0,1,0,0,MiddleRisk
14012758,400,135.885,0.0,20.0,0.02,20.02,0,1,0,1,0,0,0,0,MiddleRisk
14012766,300,63.94125,45.0,295.07,10.61,330.92,0,1,0,1,0,0,0,0,MiddleRisk
14012771,300,60.4720833333333,0.0,232.5,0.28,232.78,0,1,0,1,0,0,0,0,MiddleRisk
14012773,400,42.8255555555556,0.48,356.58,0.43,357.01,0,1,0,1,0,0,0,0,MiddleRisk
14012779,300,74.095,45.0,296.38,37.04,487.34,28,0,1,0,0,1,0,0,MiddleRisk
14012786,400,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012790,400,36.646,60.0,399.53,14.09,447.14,0,0,1,1,0,0,0,0,MiddleRisk
14012792,300,15.5329268292683,45.0,297.78,10.35,308.13,0,0,1,1,0,0,0,0,MiddleRisk
14012795,300,37.6435294117647,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012798,300,98.845,45.0,140.75,0.0,140.75,0,1,0,1,0,0,0,0,MiddleRisk
14012800,400,99.6825,60.0,398.73,30.47,570.45,56,1,0,0,0,1,0,0,MiddleRisk
14012804,400,56.3342857142857,60.0,333.74,36.0,373.85,0,1,0,1,0,0,0,0,MiddleRisk
14012807,300,26.0811764705882,45.0,299.62,31.39,395.93,0,0,1,1,0,0,0,0,MiddleRisk
14012809,300,39.2534615384615,45.0,265.8,0.0,265.8,0,1,0,1,0,0,0,0,MiddleRisk
14012810,300,59.6666666666667,45.0,298.0,22.04,395.34,56,1,0,0,0,1,0,0,MiddleRisk
14012812,300,295.9,45.0,295.9,19.4,483.98,87,1,0,0,0,1,0,0,MiddleRisk
14012816,300,149.898333333333,45.0,300.0,19.08,403.08,28,1,0,0,0,1,0,0,MiddleRisk
14012819,300,15.1314117647059,45.0,293.66,7.45,301.11,0,1,0,1,0,0,0,0,MiddleRisk
14012825,300,14.3845,45.0,295.54,8.68,304.22,0,0,1,1,0,0,0,0,MiddleRisk
14012833,300,27.665,45.0,284.17,20.08,318.09,0,0,1,1,0,0,0,0,MiddleRisk
14012842,300,27.2984615384615,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012843,300,25.245,45.0,295.48,20.65,428.47,28,0,1,0,1,0,0,0,MiddleRisk
14012844,300,37.41,45.0,298.34,21.3,439.71,56,1,0,0,0,1,0,0,MiddleRisk
14012848,400,74.875,60.0,397.31,7.72,405.03,0,0,1,1,0,0,0,0,MiddleRisk
14012851,300,226.38,45.0,295.0,10.5,305.5,0,1,0,1,0,0,0,0,MiddleRisk
14012852,300,230.0,45.0,292.5,10.15,302.65,0,0,1,1,0,0,0,0,MiddleRisk
14012854,300,96.713,45.0,299.64,20.52,404.12,28,0,1,0,0,1,0,0,MiddleRisk
14012857,300,28.5304,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012861,300,16.7736231884058,45.0,298.91,6.53,305.44,0,1,0,1,0,0,0,0,MiddleRisk
14012864,300,88.655,45.0,287.61,10.83,327.2,0,0,1,1,0,0,0,0,MiddleRisk
14012866,300,51.0781818181818,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012870,300,31.5560869565217,45.0,299.71,20.16,440.51,56,1,0,0,0,1,0,0,MiddleRisk
14012880,300,17.2077777777778,45.0,290.9,0.0,290.9,0,0,1,1,0,0,0,0,MiddleRisk
14012886,300,139.25,45.0,289.42,0.7,290.12,0,1,0,1,0,0,0,0,MiddleRisk
14012903,300,20.4352,45.0,298.28,8.54,319.58,0,1,0,1,0,0,0,0,MiddleRisk
14012916,300,42.8,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,MiddleRisk
14012920,300,17.1725,45.0,178.86,2.67,181.53,0,0,1,1,0,0,0,0,MiddleRisk
14012926,300,48.2777272727273,45.0,268.41,8.18,276.59,0,0,1,1,0,0,0,0,MiddleRisk
14012928,300,77.03,45.0,298.94,21.3,440.72,56,0,1,0,0,1,0,0,MiddleRisk
14012930,300,292.5,45.0,291.6,12.6,423.22,56,0,1,0,0,1,0,0,MiddleRisk
14012935,500,171.945454545455,0.0,453.4,0.54,453.94,0,0,1,1,0,0,0,0,MiddleRisk
14012937,300,262.933333333333,45.0,290.48,5.95,296.43,0,0,1,1,0,0,0,0,MiddleRisk
14012946,300,148.1,45.0,296.2,16.87,481.81,87,1,0,0,0,1,0,0,MiddleRisk
14012963,300,89.25,45.0,287.32,10.11,321.92,0,0,1,1,0,0,0,0,MiddleRisk
14012968,500,61.7033333333333,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,MiddleRisk
14012969,400,11.1979245283019,60.0,399.96,12.68,435.49,0,1,0,1,0,0,0,0,MiddleRisk
14012971,300,149.76625,45.0,290.77,0.35,291.12,0,1,0,1,0,0,0,0,MiddleRisk
14012981,300,31.6371428571429,45.0,290.01,10.84,329.85,0,0,1,1,0,0,0,0,MiddleRisk
14012990,600,35.7544444444444,90.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012999,300,93.96,45.0,281.88,15.21,459.62,87,1,0,0,0,1,0,0,MiddleRisk
14012923,300,115.972857142857,45.0,229.62,0.0,229.62,0,0,1,1,0,0,0,0,MiddleRisk
14012924,300,33.8493333333333,45.0,290.02,9.98,311.91,0,0,1,1,0,0,0,0,MiddleRisk
14012931,400,175.315350877193,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14012940,500,36.1076923076923,75.0,340.56,6.4,346.96,0,0,1,1,0,0,0,0,MiddleRisk
14012941,300,225.0,45.0,300.0,19.8,403.8,28,1,0,0,0,1,0,0,MiddleRisk
14012950,400,39.734,60.0,397.34,23.07,611.02,87,1,0,0,0,1,0,0,MiddleRisk
14012952,300,61.17,45.0,249.7,7.54,257.24,0,1,0,1,0,0,0,0,MiddleRisk
14012955,300,168.614285714286,45.0,292.9,8.05,300.95,0,0,1,1,0,0,0,0,MiddleRisk
14012959,300,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,MiddleRisk
14012960,300,59.156,45.0,295.78,17.98,482.42,87,1,0,0,0,1,0,0,MiddleRisk
14012961,300,34.4611764705882,45.0,297.73,11.03,336.94,0,0,1,1,0,0,0,0,MiddleRisk
14012964,300,67.9442857142857,45.0,295.1,10.35,331.78,0,1,0,1,0,0,0,0,MiddleRisk
14012966,300,10.1402857142857,45.0,262.32,9.17,289.97,0,1,0,1,0,0,0,0,MiddleRisk
14012967,300,25.819696969697,45.0,299.01,8.69,307.7,0,0,1,1,0,0,0,0,MiddleRisk
14012984,500,74.74625,75.0,499.37,32.43,555.74,0,1,0,1,0,0,0,0,MiddleRisk
14012988,400,39.727,60.0,397.27,26.7,564.94,56,1,0,0,0,1,0,0,MiddleRisk
14012995,300,24.8541666666667,45.0,296.96,20.12,437.18,56,0,1,0,0,1,0,0,MiddleRisk
14013002,400,82.5468421052632,60.0,399.3,13.88,413.18,0,1,0,1,0,0,0,0,MiddleRisk
14013004,300,23.106875,45.0,114.56,3.42,117.98,0,0,1,1,0,0,0,0,MiddleRisk
14013006,400,51.2175,60.0,397.12,14.67,439.0,0,1,0,1,0,0,0,0,MiddleRisk
14013008,300,9.48613333333333,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,MiddleRisk
14013016,300,35.6136666666667,45.0,0.0,0.0,-4.29,0,1,0,1,0,0,0,0,MiddleRisk
14013022,300,29.2944444444444,45.0,279.04,15.98,317.92,0,1,0,1,0,0,0,0,MiddleRisk
14013026,300,28.4796153846154,45.0,193.54,4.1,197.64,0,0,1,1,0,0,0,0,MiddleRisk
14013032,300,73.1975,45.0,292.79,15.14,474.04,87,0,1,0,0,1,0,0,MiddleRisk
14013035,300,292.5,45.0,236.72,8.7,269.09,0,1,0,1,0,0,0,0,MiddleRisk
14013043,300,28.5871428571429,45.0,0.72,0.0,0.72,0,0,1,1,0,0,0,0,MiddleRisk
14013053,300,25.4952777777778,0.0,18.91,0.02,18.93,0,1,0,1,0,0,0,0,MiddleRisk
14013059,300,13.9788461538462,45.0,293.82,10.62,332.69,0,1,0,1,0,0,0,0,MiddleRisk
14013060,300,17.2345945945946,45.0,299.42,11.12,339.48,0,1,0,1,0,0,0,0,MiddleRisk
14013061,300,44.77,45.0,294.6,0.0,294.6,0,0,1,1,0,0,0,0,MiddleRisk
14013069,300,66.5128571428571,45.0,268.44,9.93,305.21,0,0,1,1,0,0,0,0,MiddleRisk
14013071,300,49.295,45.0,295.77,13.34,477.77,87,0,1,0,0,1,0,0,MiddleRisk
14013072,300,28.22,45.0,293.4,10.71,329.17,0,0,1,1,0,0,0,0,MiddleRisk
14013082,400,37.4953846153846,60.0,395.49,13.1,439.21,0,1,0,1,0,0,0,0,MiddleRisk
